,Artist,Lyrics,Key,Genre,Music,Song,Title,Visits,title-en
429,ක්ලැරන්ස් විජේවර්ධන,ක්ලැරන්ස් විජේවර්ධන,Key,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,රන් සමනලයින් ඉගිලෙනු දෑක මට ඈගෙ නෙත් පියලිය සිහිවෙනවා රන් සුරපුරකට මාකෑදවන්නට රම්‍යා ගෑන සිතිවිලි එනවා පොත් මිටියක් ගෙන ළමෑද තබා කෙට් පියවර මෑන තනිව මගේ පාසල වෙත යන ගමන ඈගේ මතකින් නොමෑකි තවම තිබේ සිතිවිලි පොදිබෑද මහද රෑදී සෙනෙහස් ගගුලේ සිටිය රෑදි කවදද මගෙ සෙවනට එන්නේ රම්‍යා මට ඔබ සිහිවෙන්නේ,රන් සමනලයින්,2826,ran samanalayin
430,ශ්‍යාමි ෆොන්සේකා,ක්ලැරන්ස් විජේවර්ධන,Key,ගෝල්ඩන් පොප්,ක්ලැරන්ස් විජේවර්ධන,රස පිරුනු කතා හොදට ගොතා ඔබට කියන්නම් ඉර හැරුනු වෙලේ හඳපානේ ගීත ගයන්නම් එනු ඉක්මන් වී..මා වෙත ලංවී ඔබටයි මා.... ආදරේ. මගේ පැතුම් ඔබ ගාවයි ඔබේ පැතුම් මා ගාවයි// පවසමි මිහිරි කතා ඔබෙ ආදරය පතා ඔබටයි මා.... ආදරේ. සිතේ යමක් මට නොදැනී රැඳී තිබේ මම දනිමී// ඒ ඔබ ගැනයි ප්‍රියේ උතුරයි සතුට ලයේ ඔබටයි මා.... ආදරේ.,රස පිරුනු කතා,1007,rasa pirunu katha
431,ක්ලැරන්ස් විජේවර්ධන,ක්ලැරන්ස් විජේවර්ධන,Key,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,රෑ තාරකාවෝ බැලුවා එබී කිමදෝ නුවන් ඔබගේ කඳුලින් තෙමී ඊයේ දවාලේ අපගේ ලොවේ ආශා ගඟුල් යා වුණා // කඳුලැල් සලාලා නොහඬන් ළඳේ මමමයි කෙදා හෝ ඔය දෑත ගන්නේ ආශා විශාලයි ඉවසීම හීනයි දෙදෙනා කෙනෙක් වී බැඳුණා සිතේ හඳුණන්නෙදෝ ඔබ මාගේ සෙනේ ඉවසන්නෙදෝ ඔබ ඊයේ වගේ හදවත කොනේ මා කඳුලක් තියෙනවා කිසිදාක නොසිතූ නොපැතූ ලෙසේ,රෑ තාරකාවෝ,4223,re tharakawo
432,ඇනස්ලි මලවානා,ක්ලැරන්ස් විජේවර්ධන,Key,ගෝල්ඩන් පොප්,ක්ලැරන්ස් විජේවර්ධන,රෝස මලේ නටුවෙ කටු වන බඹරෝ ඔහොම හිටු නටුව නොවෙයි මම මල සිඹිමි මම ළමයෝ පැණි උරමි // කළු දෙබරුන් නැත පැණි බොන්නේ වන බඹරුයි එහි රස දන්නේ මල නොතලා එහි පැණි උරලා මල දමලා උන් යති පැනලා මලේ පැණි නැති පවතින්නේ පැණි හිඳිලා මල පර වෙන්නේ කළු දෙබරෝ නැතුවද දන්නේ වන බඹරෝ නැත එහි යන්නේ,රෝස මලේ,1601,rosa male
433,ඇනස්ලි මලවානා,ක්ලැරන්ස් විජේවර්ධන,G major | Beat,"ගෝල්ඩන් පොප්, කණ්ඩායම් ගීත",ක්ලැරන්ස් විජේවර්ධන,ශ්‍රී ලංකාවේ එළිය මිණිපුරයි ලොවම සිසාරා පැතිරෙන්නෙ එහි නමයි රූ ළඳුන් සොයාලා ඔබ එන්නෙ මෙහි තමයි ශ්‍රී ලංකාවේ එළිය මිණිපුරයි රුවන් පුරේ කළු ගං රැජිනී බඳ ලෙලවා රඟට ගලන්නී// රුවන් පුරේ සිරියාවයි සමන් දෙවිඳු කරුණාවයි// රුවන් පුරය අපේ ගම තමයි// සිරි පාදෙට යන එන ගමනේ විඩා නිවා ගෙන සිත තුටුනේ// සමන් දෙවිඳු බලන රටයි ලොව සැම තැන පතල නමයි// රුවන් පුරය අපේ ගම තමයි//,රුවන් පුරය,1390,ruwan puraya
434,ක්ලැරන්ස් විජේවර්ධන,ක්ලැරන්ස් විජේවර්ධන,Key,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,සඳ එක් දිනක් තරු හා බිඳී විමසා බලා අඳුරේ රැඳී තරුවැල් ඉතින් තනිවී සිටින් සිටියා බලා සඳ එයි කියා // අප අතරේ මතු සසරේ සිත ළං වේවා නොසැලී හමු වේවා ඈත ඈත ලොව බලා යමු පියාසලා ඔබ එන්නෙ කවදාදෝ සිත විමසන්නේ මඟ බලමින් ඉන්නේ ඈත ඈත ලොව බලා යමු පියාසලා,සඳ එක් දිනක්,965,sanda ek dinak
435,ක්ලැරන්ස් විජේවර්ධන,ක්ලැරන්ස් විජේවර්ධන,Key,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,සඳ ගිලුනත් හිරු ගිලුනත් මට කමක් නෑ තරු වැටුනත් මල් හැලුනත් මට කමක් නෑ ඔබ මා ලඟ සිටිනවනම් කමක් නෑ... කමක් නෑ... කමක් නෑ... // දවස ගෙවා සිහින් රැයේ ඔබව සොයා බලන පැයේ මට සිතුනා ඔබට ප්‍රියේ කියන්නෙමී රහස ලයේ මගතොට දී හමුවෙනවා දෑස පුරා සිනැහෙනවා කථා කලා සිනාසුනා සිහිනෙන් මා අද දකිමී,සඳ ගිලුනත්,778,sanda gilunath
436,ක්ලැරන්ස් විජේවර්ධන,ක්ලැරන්ස් විජේවර්ධන,Key,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,සඳ පානේ ගමන් යන්න සවනට කොඳුරා කියන්න ඔබ එනකන් බලන් ඉන්නදෝ... සඳ නැතිදා කතා වෙන්න මගෙ පාළුව මකාගන්න මිතුරෙක් මා සොයාගන්න දෝ...// සවන පුරා... මිහිර උරා... ඔබගේ ගි හඬින්ද මත් උනේ මෙමා මවන සිනා... දෙනත පුරා... ඔබගේ ඒ රුවින් ද මත් උනේ මෙමා එරබඳු මල් ... කැකුලු පිපී... රතු පාටින් වැසී ගියා මට මතකයි කොවුල් හඬයි... අවුරුද්දයි... ඔබේ සිනා හඬින් වැසී ගියා වගෙයි,සඳ පානේ ගමන්,1140,sanda pane gaman
437,ක්ලැරන්ස් විජේවර්ධන,ක්ලැරන්ස් විජේවර්ධන,Key,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,සැන්දෑ වලාවන් පා වුනා‍වේ වැල්‍‍‍‍‍‍‍‍ලේ මා තනි වු ‍‍‍වෙලේ ඇය එන්නේ දෝ මග එන්නේදෝ සිතහි නම් සැකයක් ඇ‍තේ මාගේ සැනසුම ඈ වේ නිරතුරු හමුව‍න්නේ කොහෙ‍දෝ යළි පැතුමන් මගේ සිඳ බිඳ දාලා ඉන්නේ ඇයි මිහිරේ ජීවේ වෙරළින් ආවේ ඔබවයි මා සිත පිළිගන්නේ පැතුමන් මගේ සිඳ බිඳ දාලා ඉන්නේ ඇයි මිහිරේ,සැන්දෑ වලාවන්,1301,sanda walawan
438,ක්ලැරන්ස් විජේවර්ධන,ක්ලැරන්ස් විජේවර්ධන,Key,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,සඳයි තරුයි රැයයි හිරුයි මගේ මේ ලොවේ මමයි ඔබයි අපේ සිතයි සදා වෙන් නොවේ මද සිනහා රතු දෙතොලේ මට නොපෙනී හද හැකිලේ මා සොඳුරු මිහිරි සිහින ඔබ ගැන දුටිමි ඒ සිහින සැබෑ ලොවේ මිය යනු දුටිමි කොවුල් ගීත මගේ සවනේ පිළි රැව් දුන්නා අඳුරු වී මගේ ගත සිත මට දුක දුන්නා මද සිනහා රතු දෙතොලේ මට නොපෙනී හද හැකිලේ,සඳයි තරුයි රැයයි,474,sandai tharui reyai
439,ක්ලැරන්ස් විජේවර්ධන,ක්ලැරන්ස් විජේවර්ධන,Key,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,සඳක් බැස ගියා අවරගිරේ ඉරක් උදා කරලා මටත් ලොවක් තිබුණා මතකයි මම ඉමි සිහි කරලා දෙළුම් මල් පිපුණු දෙවැට දිගේ පාසල් ගිය කාලේ මල් වගේ සිනාසුණු කෙල්ලන් හා මතකයි මගේ බාලේ විවේකයක් ලද විටදි අපි දුවපැන ඇවිදිනවා ගණන් තමයි මගෙ සිතට වදේ නිතරම වරදිනවා ගමේ පාසලේ වැඩට අපි පෙරමුණ ගෙන යනවා තවත් වරක් තවත් වරක් මට පාසල් යන්නට ලැබුනොත් මම යනවා ඉමක් කොනක් නැති අහස වගේ කෙළිලොල් දිවිය මගේ මලක් පිපී සුවඳින් පිරුණාසේ මුහුණේ සිනහ රැඳේ දුකක් සිතේ දැනුනේ නෑ මා හට අද මට දැනෙනු වගේ තවත් වරක් තවත් වරක් මට පාසල් යන්නට ලැබුනොත් හරිම අගේ,සඳක් බැස ගියා,1662,sandak besa giya
440,මිල්ටන් මල්ලවරාච්චි,ක්ලැරන්ස් විජේවර්ධන,G major,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,සඳළුතලේ ඔබ සිටියා බලා ඈත තියා මම දුටුවා අසු පිට එන සඳ ඔබ දැකගන්නට තවත් සඳක් දෝ මට සිතුණා ඔබ මා සතු නම් වෙන සැප කුමටද ම සිත සැලෙයි ඔබ දුටුව පැයේ පුලින තලාවට ඇඳිරි වෙලාවක සිතුවිලි කුටියේ සිහින රැයේ රජ මැදුරක ඔබ සැතපෙන යහනක සුව පහසුව නැත මගෙ කුටියේ එනමුදු ඔබහට බැඳි මා සෙනෙහස දිවි ඇති තුරු මා හදෙහි තියේ,සඳළුතලේ ඔබ,10236,sandalu thale oba
441,ක්ලැරන්ස් විජේවර්ධන,ක්ලැරන්ස් විජේවර්ධන,Key,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,සෙවනැලි වාගේ ඔබේ මගේ අපි දෙන්නා අපි දෙන්නා එක කාලෙක ලන්වි උන්නා විකසිත වු මා ඒ කාලේ සිතන්න ඔබ ගැන මොහොතක් මදී විය ඉවසන්නට මගෙ සිත ඉඩ නැතිවිය// තනි විලා ඔබහා ඉදගෙන කතාකරන්නට දවසක් මදී විය අද සිතනාදේ නොබියව ලියවෙ ගෙවූනු අතිතය මිහිරෙන් නැහැවෙයි තනි විලා ඔබහා ඉදගෙන කතාකරන්නට දවසක් මදී විය,සෙවනැලි වාගේ,1017,sewanali wage
442,ක්ලැරන්ස් විජේවර්ධන,ක්ලැරන්ස් විජේවර්ධන,Key,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,සිහින් සිනාවයි ඔබෙ ළපටි මුවේ කොහෙන් ගෙනාවද ඔය කදිම රුවේ කැළුම් හැලෙන ඔබෙ නෙත හමුවේ කෙසේ කියන්නද හදවත ගොළුවේ පැතුම් පිරුණු ඔබෙ මුහුණේ සිතුම් මට කියා නෑනේ නැවුම් අදහසක් මහදේ ඇඳී තියෙනවා සිතේ සැනසුමක් නෑනේ නෙතේ සහනයක් නෑනේ ඔබෙන් පිළිතුරක් ලැබෙයිද බලා සිටිනවා හදේ සෝ තැවුල් ගෙවුනා නෙතේ කල්පනා නිවුනා තවත් නම් ඉතින් දුකදුරු ඇඳී නැහැ සිතේ දසුන් වල සිනා රැදුනා සුපුන් සඳ එබී බැලුවා නැවුම් අදහසක් මහදේ ඇඳී තියෙනවා,සිහින් සිනාවයි,322,sihin sinahawai
443,ඉන්ද්‍රානි පෙරේරා,ක්ලැරන්ස් විජේවර්ධන,Key,ගෝල්ඩන් පොප්,ක්ලැරන්ස් විජේවර්ධන,සිහින් සිනිඳු දුහුල් රිදී රේණුවල නැඟී සිහින් දෙපා පොඩි හොවලා ලොවට එන සැටි පළඟැටි ගී තනුව අනුව මලක් මත නැඟී සඳ කුමරිය පිනි කැට නා නැවත යන සැටී සඳ කුමරියෙ කුමරු ඔබේ නොදැක ඇයි මෙසේ කලකට ඔබෙ වත පෙන්වා නැවත හැකිළ යේ කුමරු සොයාගන්නට ඔබ නෑ සැරසෙන්නේ සඳුන් ගසයි සමන් ලතාවයි මුමුණන්නේ සිහින් පියලි මතට නැගී නැටුම් නට නටා දුහුල් සිනිඳු පෙණ කැටි මත දෙපා හල හලා කුමරු සොයා යනවිට වන සිරිය බල බලා හිරු කුමරුන් කඳු අතරින් ෙබෙයි හිනැහිලා,සිහින් සිනිඳු,1411,sihin sinidu
444,ක්ලැරන්ස් විජේවර්ධන,ක්ලැරන්ස් විජේවර්ධන,Key,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,සිහින ගෙනෙන ඔබ කවුරුන්දෝ අලුත් සිහිනයක් මට නැතිදෝ සුපුරුදු එක සිහිනෙම දැකලා සිතේ සතුට මගෙ ඇත මැකිලා ගත වෙහෙසා මම යහනට ආ විට දෙනෙත් වැසී යයි නොදැනී මා හට සිසිලක් දැනෙයි මට ඒ මොහොතේ සුපුරුදු සිහිනය පෙනෙයි සිතේ පැහැදිලි නැති එක රුවක් ඇතේ සිහිනෙන් දැකුමට පැතුම් සිතේ සිහිනෙන් ඒ රුව දැකගන්න මටත් වරක් අවසර දෙන්න,සිහින ගෙනෙන ඔබ,782,sihina genena
445,ක්ලැරන්ස් විජේවර්ධන,ක්ලැරන්ස් විජේවර්ධන,Key,"සම්භාව්‍ය, ඉල්ලීම",ක්ලැරන්ස් විජේවර්ධන,සිහින ලොවක් දුටුවා මතකයි සිහින ලොවෙන් ආවා මතකයි// සොඳුරු මිහිර සුව පහස ගෙනෙන ඒ ආදර බර උණුසුම මතකයි ඉර සඳු තරු කැට පායන මිහිපිට ආදරයෙන් බැඳුණා මතකයි අප හදවත් ඒ නොමියෙන ලෙස බැඳි ආදරයෙන් පිරුණා මතකයි සිතට දැනෙන දැනෙන සුව ගතට දැනෙන බව ඔබ රහසේ කීවා මතකයි,සිහින ලොවක්,959,sihina lowak
446,ඇනස්ලි මලවානා,ක්ලැරන්ස් විජේවර්ධන,Key,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,සිහින පැතුම් විමනේ රස මිහිර ‍ගෙනා පුතුනේ නැලවී නැලවී හිනැහී හිනැහී නිදියන් පොඩි පුතුනේ // දෑසයි කුඩා ඔබගේ ලපටි දෙතොල් පුතුනේ කාගෙයි කියා සිතුවේ මුහුණයි රුවයි ඔබගේ පැහැයයි හැඩයි පුතුනේ මාගෙන් නොවෑ ලැබුණේ මා මෙන් ඔබත් පුතුනේ මිනිසෙක් වෙලා දෙරණේ රට දැය කෙරේ බැඳිලා මව්බිම ඔබෙයි සිතලා පණ මෙන් ඔබේ රැකලා දිරිගත යුතුයි පුතුනේ,සිහින පැතුම් විමනේ,879,sihina pathum vimane
447,"ක්ලැරන්ස් විජේවර්ධන, ජැක්සන් ඇන්තනි",ක්ලැරන්ස් විජේවර්ධන,Key,"කණ්ඩායම් ගීත, පැරණි පොප්ස්",ක්ලැරන්ස් විජේවර්ධන,සිතේ සුසුම් නිවනා ගායනා ඔබෙ සවන් සොයා සැණෙකින් පාවෙනා මැදියම් රැයේ රැඟුමන් රඟා මතක ලෝකේ වේදනා අමතක කළා// නැවුම් ගීයක් සිතට එන්නේ රස විඳින්නයි අප ගයන්නේ අසිරි ලෝකේ සුරපුරක් වේ මතක ලෝකේ දුක් නිමාවේ යොවුන් විය නෑ නිති රැඳෙන්නේ නොසිතු විලසින් ඉගිල යන්නේ දිමුතු පහනක් සේ උදාවේ අඳුරුවී එය නිවී යන්නේ,සිතේ සුසුම්,1130,sithe susum
448,ක්ලැරන්ස් විජේවර්ධන,ක්ලැරන්ස් විජේවර්ධන,D major | Beat,"කැලිප්සෝ, ඕල්ඩ් පොප්ස්",ක්ලැරන්ස් විජේවර්ධන,සුදු මැණීකේ මගේ මැණිකේ අළුයම හිරු එලිය වගේ නේ කැකුළු මල් අග පිපුනා මගේ හදවත බැදුනා තව මෙවන් දෙයක් නැතැයි සිතෙන්නේ නිල් දෑසේ රුව දැකලා මල් රහසේ හිනහේනවා සුදු මැණීකේ මම එනවා ඔබ කැන්දාගෙන එනවා ඇල් හේනේ පැල් රැකලා කල් යන්නේ නිදි මරලා// සුදු මැනිකේ ගැන සිතලා මම ඉන්නේ මග බලලා,සුදු මැණීකේ,1109,sudu menike
449,"ඇනස්ලි මලවානා, ඉන්ද්‍රානි පෙරේරා",ක්ලැරන්ස් විජේවර්ධන,Key,"යුගල, කණ්ඩායම් ගීත",ක්ලැරන්ස් විජේවර්ධන,සුමුදු මල් පිපුණු අතු කොනේ කුරුලු නිවහන බලා කුරුලු ජෝඩුවක් පැමිණිලා නිවහනේ සැඟවුණා ටික මොහොතකින්ම ඒ කිරිල්ලී අතු කොනින් ඉගිලුණා අමනාපයෙන් ම ඒ කුරුල්ලා නිවහනේ නැවතුණා කෝ ඇය කොහේ ගියාදෝ මා මෙහි දමා ගියාදෝ ආදර වදන් අසාලා වෙනකෙකු සොයා ගිහිල්ලා ඇය ගැන සොයා බලම්දෝ ඇය අමතක කරම්දෝ මා ගින්දරේ දමාලා වෙනකෙකු සොයා ගිහිල්ලා,සුමුදු මල් පිපුණු,790,sumudu mal pipuna
450,ක්ලැරන්ස් විජේවර්ධන,ක්ලැරන්ස් විජේවර්ධන,C major | Beat,"චිත්‍රපට ගීත, පැරණි පොප්ස්",නොමේරූ කෙමදාස,සුවඳක් දැනේවි හදේ හි ආදර ලෝකේ හා හා කුමරෙක් ඇවිදින් සිටීවිකුමරී කොහේද මා හා කුමර චංචල කාලේ බඹර කිංකිණි නාදේ මාගෙ වස්දඬු ගී රාවේ ගීත රැල්ලයි නාදෙ රැව් දෙයි මහද කුල්මත් වේ ලලිත සෙල්ලම් වයසේ තරුණ යෞවන අහසේ පාට දේදුනු පායාලා ඈත රන්වන් සීත මල් දම් දෑසේ රැන්ඳිලා,සුවඳක් දැනේවි,759,suwandak danewi
451,මිල්ටන් මල්ලවරාච්චි,ක්ලැරන්ස් විජේවර්ධන,F major,නව පොප්,ක්ලැරන්ස් විජේවර්ධන,තනිවී සිටින්නයි මා අදහස් කලේ ඔබමයි සොයා ඇවිදින් එය වෙනස් කලේ පහදා කිවූවත් නැ සවන් යොමුකලේ වේදනා පිරී‍ලොවක් ඔබයි බිහිකලේ මගෙ පාළු ලෝකයේ තනිවු මෙමා සක්විති රජුන් හමුවේ නැත හිස නවා සිතුවිලි මගේ හසුරා ගත හැක නමා මට දුක හිතෙන්නේ ඔබ ගැන තමා ඇගෙ චේතනාවන් මා සිත දනී අවට ලෝකයේ බැලුම් විසකටු වැනී ඒ කටු අපේ දෙහදේ ගැඹුරේ ඇනී ගලන දුක් වේදනා රුධිරය වැනී,තනිවී සිටින්නයි,1446,thanivi sitinnai
452,ඇනස්ලි මලවානා,ක්ලැරන්ස් විජේවර්ධන,Key,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,උඩරට කඳුකරයේ බැස යන සුන්දරියේ සුකොමල දුන්හිඳ සුරතලියේ ඔබ හෙළයට සිරිය ගෙනේ// කඳුගැට පටලා මීදුම පටලා සිරියෙන් රඟන සැටී නුඹට රිදේ නම් හිමිහිට වැටියන් දුන්හිඳ මනමාලී// ගලපිට වැටෙනා දිය රැලි පුපුරා මතුවෙයි කඳුළු කැටී නුඹට රිදේ නම් හිමිහිට වැටියන් දුන්හිඳ මනමාලී//,උඩරට කඳුකරයේ,1688,udarata kandukaraye
453,ඇනස්ලි මලවානා,ක්ලැරන්ස් විජේවර්ධන,Key,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,උඩරට නිළිය හැඩ වගේ රතැඟිලි ඇගේ සැලෙන හැටි අගේ මල් පැණි බොන්නට පොරකන මීමැසි රංචුව වගේ ඇගේ රතැඟිලි සැලෙන හැටි අගේ සිංහල ජාතියට ගරු සරු ලබා දෙවන උඩරට නිළිය ඔබේ සියුමැලි මඳ සිනහව රන් පැහැ දෙතොලට ඉනාව// ඇගේ රතැඟිලි සැලෙන හැටි අගේ බෙර පද තාලයට පා තබා නරඹන්නන් මන් මත් කරලා සොඳුරු නිළිය අපේ නාලිය උඩරටටම හැඩකාරිය// ඇගේ රතැඟිලි සැලෙන හැටි අගේ,උඩරට නිළිය,1288,udarata niliya
454,"ඇනස්ලි මලවානා, ක්ලැරන්ස් විජේවර්ධන",ක්ලැරන්ස් විජේවර්ධන,Key,"කැලිප්සෝ, ඕල්ඩ් පොප්ස්",ක්ලැරන්ස් විජේවර්ධන,වන බඹරෝ වන බඹරෝ රෝස මලක් පිපිලා බඹරෝ වන බඹරෝ වන බඹරෝ රොන් ගෙන ආ හැකි වන බඹරෝ රීයෙ උදේමයි මල පිපුණේ තව නෑ රොන් මල තුල පිරුණේ ටික දවසක් යන තුරු සෙවණේ මල පිපුනාවේ මද පවනේ වෙන මල් වෙත මා නැත යන්නේ රෝස මලයි මගෙ සිත බැන්දේ සමනලයින් ඒ බව දන්නේ ඒ ගැන නෑ මා වෙහෙසෙන්නේ,වන බඹරෝ,1204,wana bambaro
455,ඉන්ද්‍රානි පෙරේරා,ක්ලැරන්ස් විජේවර්ධන,C major | Beat,ගෝල්ඩන් පොප්,ක්ලැරන්ස් විජේවර්ධන,වන දෙව්ලිය තුරුලේ සැතපෙන සීගිරියේ පෙරකල සිත්තරුවෝ බිතු සිතුවම් නෙළුවෝ සිත පණ ගන්වන හදේ නිදන්වන රූබර ළඳුනගෙ මදහස පෙන්වන…// කලා වැවේ සුළඟින් ඇගෙ ගත සලිත වෙලා කලා රසික හෙළයන් සීගිරි අඟන නෙළා සඳ වැනි මුව ඇති රූබර ළඳුනනි කලා රසය ලොව හඬගා කියමිනි…// දහස් ගණන් නරඹා සීගිරි බැස යනවා කලා රසය හොබවා සිතුවම් පවතිනවා,වන දෙව්ලිය,630,wana dewliya
456,ඉන්ද්‍රානි පෙරේරා,ක්ලැරන්ස් විජේවර්ධන,Key,ගෝල්ඩන් පොප්,ක්ලැරන්ස් විජේවර්ධන,වසන්තයේ මල් කැකුළයි දසන්තයේ නළ රැල්ලයි මගේ ගෙලේ හර සොල්ලයි ඔබේ නෙත් කැළුම් ඉල්ලයි අදත් මගෙ අතින් අල්ලයි ගලින් ගලට පැන දිදුළන පෙණ කැටි මත්තේ මලින් මලට ඉගිලෙන සමනළ තටු මත්තේ ලියා එවන්නද කරුණක් මා ඔය පැත්තේ බලා සිටින්නෙමි තවමත් ඇයි ඔබ නැත්තේ ඈත මග දිහා බලලා නෙත කකියනවා හිතේ කාන්සිය හා මට තරහත් එනවා පාඩමක් උගන්වන්නම් නෑවිදින් ඉඳින්නම් හෙට ආපුදෙන් මගේ හැටි මම කියාල දෙන්නම්,වසන්තයේ මල් කැකුළයි,402,wasanthaye mal kakulayi
457,ඉන්ද්‍රානි පෙරේරා,ක්ලැරන්ස් විජේවර්ධන,Key,ගෝල්ඩන් පොප්,ක්ලැරන්ස් විජේවර්ධන,වසන්තයේ මල් කැකුළයි දසන්තයේ නළ රැල්ලයි මගේ ගෙලේ හර සොල්ලයි ඔබේ නෙත් කැළුම් ඉල්ලයි අදත් මගෙ අතින් අල්ලයි ගලින් ගලට පැන දිදුළන පෙණ කැටි මත්තේ මලින් මලට ඉගිලෙන සමනළ තටු මත්තේ ලියා එවන්නද කරුණක් මා ඔය පැත්තේ බලා සිටින්නෙමි තවමත් ඇයි ඔබ නැත්තේ ඈත මග දිහා බලලා නෙත කකියනවා හිතේ කාන්සිය හා මට තරහත් එනවා පාඩමක් උගන්වන්නම් නෑවිදින් ඉඳින්නම් හෙට ආපුදෙන් මගේ හැටි මම කියාල දෙන්නම්,වසන්තයේ මල් කැකුළයි,402,wasanthaye mal kakulayi
458,සුනිල් එඩිරිසිංහ,විජේතුංග ගුවන් තොටුපල,Key,ක්ලැසික්,රොහාන වීරසිංහ,මගේ සෙනෙහස මෙතෙක් වේ යැයි මනින්නට ඔබ උගෙන නැත තව මගේ අවසන් සුසුම පමණද අවැසි ඔබ හට මා දකින්නට// මගේ සෙනෙහස මෙතෙක් වේ යැයි මනින්නට ඔබ උගෙන නැත තව වසර ගණනක යොදුන් ගණනක ගමන් මඟ අප ගෙවා ඇත්තෙමු තරු වියන් යට කුසුම් පෙති මත දෑත් පටලා ඇවිද ඇත්තෙමු එහෙත් සුහදිනි මගේ සෙනෙහස මෙතෙක් වේ යැයි මනින්නට ඔබ උගෙන නැත තව මිලින කුසුමෙක මිලින සිහිනෙක මගේ සිහියද සැඟව ගත් කල සිතනු මැන ඔබ ඔබට අවනත හදක් මිහිමත මෙතෙක් රැඳි වග එහෙත් සුහදිනි මගේ සෙනෙහස මෙතෙක් වේ යැයි මනින්නට ඔබ උගෙන නැත තව,මගේ සෙනෙහස,682,mage senehasa
459,එච්.ආර්.ජෝතිපාල,විජේතුංග ගුවන් තොටුපල,Key,ගෝල්ඩන් පොප්,සරත් ද අල්විස්,මහද නමැති වන බඹරා ළං වී කණට ඔබේ ආදරේ කියයි මෙසේ ම්ම්.. ම්ම්... ම්ම්// මලින් මලට ඉගිලිලා රොන් උරන්නේ නෑ මෙමා ඉගිල එන්නෙ ඔයා ළඟටනේ කටු අත්තක හැංගිලා අයින් වෙන්නේ ඇයි ඔයා රෝස මලට පමණි ආදරේ රස මියුරූ මේ සැන්දෑවේ ආදරේ කියයි මෙසේ ම්ම්.. ම්ම්... ම්ම් සිඟිති ඔබට වෙහෙස දී හිරු නැගෙන්න පළමුවෙන් ජීවන රස මිහිර විඳගමූ හෙටක්‌ නොමැති අප ලොවේ අද පමණයි හමු වුණේ ඉතින් කිමද තව ළතැවෙන්නේ රස මියුරූ මේ සැන්දෑවේ ආදරේ කියයි මෙසේ ම්ම්.. ම්ම්... ම්ම්,මහද නමැති,675,mahada namathi
460,මිල්ටන් මල්ලවරාච්චි,විජේතුංග ගුවන් තොටුපල,Ab major,පැරණි පොප්ස්,ක්ලැරන්ස් විජේවර්ධන,ඔබ වෙනුවෙන් මා ගැයූ ගී පෙරදා යළි ඔබ සවනේ නොරැඳී නොගැටී සුළඟේ මිලින වුණාවේ දවනු දැනේ සිසි කිරණ පවා සිසිල නොදේ මඳ පවන පවා// ඔබෙ මුව පියුමේ තොල් පෙති අතරේ ඔහුගේ නම රැඳුණාවේ සුවඳ දැනේ ඔබෙ උදය හවා කඳුළු නැගේ නෙත රැයද දිවා// ඔබෙ මුව පියුමේ තොල් පෙති අතරේ ඔහුගේ නම රැඳුණාවේ,ඔබ වෙනුවෙන් මා,490,oba venuwen ma
461,මිල්ටන් මල්ලවරාච්චි,විජේතුංග ගුවන් තොටුපල,G major,පැරණි පොප්ස්,වික්ටර් රත්නායක,ඔබයි මමයි මැවූ සිහින ලොවම මැකී යයි දෙඅත රැගෙන එකම දිනක අප සමුගන්නයි // සුනිල පළිඟු දියෙන් සපිරි - පොකුණ මා තමයි සුවඳ රුවද එකම පරිදි - රැගත් මල ඔබයි අපට නොමැත නීති රීති- සෙනෙහස පමණී තවත් ලොවක තවත් දිනෙක ඔබෙ අත ගනිමි,ඔබයි මමයි මැවූ සිහින,387,obayi mamai mewu
